Topic,Sentiment,TweetId,TweetDate,TweetText
microsoft,positive,1.27E+17,Wed Oct 19 09:02:17 +0000 2011,#Microsoft details Search improvements in #Windows 8 Start Screen http://t.co/f6AztiaD
microsoft,positive,1.27E+17,Wed Oct 19 08:51:18 +0000 2011,one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ
microsoft,positive,1.27E+17,Wed Oct 19 08:44:57 +0000 2011,Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft
microsoft,positive,1.27E+17,Wed Oct 19 08:40:02 +0000 2011,Nice talk by @renatmin #KenyaOpenDoor #microsoft #community
microsoft,positive,1.27E+17,Wed Oct 19 08:10:33 +0000 2011,OMG :) :) #Microsoft #Sharepoint is actually working!  Thanks to my excellent colleague William
microsoft,positive,1.27E+17,Wed Oct 19 07:24:15 +0000 2011,#windowsphone #wp7 #Microsoft really @google ? http://t.co/vI0htJRr  #icecreamsandwichfail innovation by imitation sad sad
microsoft,positive,1.27E+17,Wed Oct 19 07:11:06 +0000 2011,The more i use Office 2010 the more i fall in love it with. #honest #genius #microsoft
microsoft,positive,1.27E+17,Wed Oct 19 07:01:34 +0000 2011,"@guardiantech I love the ""And now it is looking to China:"" Apple funds sweatshops there while Gates funds a foundation #apple #microsoft"
microsoft,positive,1.27E+17,Wed Oct 19 06:57:56 +0000 2011,That was a good one(commercial). #microsoft
microsoft,positive,1.27E+17,Wed Oct 19 05:36:00 +0000 2011,Welcome Skype to the #Microsoft family. We can do amazing things together. http://t.co/YKCHtu8h #welcomeskype
microsoft,positive,1.27E+17,Wed Oct 19 05:27:32 +0000 2011,&lt;3 u #microsoft!!!
microsoft,positive,1.26E+17,Wed Oct 19 03:25:24 +0000 2011,"Absolutely loving the ARC mouse, courtesy of the one and only @gregulator0. #inspired #microsoft"
microsoft,positive,1.26E+17,Wed Oct 19 03:00:05 +0000 2011,"Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills"
microsoft,positive,1.26E+17,Wed Oct 19 02:08:55 +0000 2011,Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft
microsoft,negative,1.27E+17,Wed Oct 19 23:32:40 +0000 2011,ICS #android is going to kill both Mango #wmp #microsoft and #rimm.  it already killed webOS and Nokia OS...
microsoft,negative,1.27E+17,Wed Oct 19 23:03:10 +0000 2011,Only people with names beginning with 'A' are getting mail this week (a la #Microsoft)
microsoft,negative,1.27E+17,Wed Oct 19 22:53:51 +0000 2011,#Microsoft #Outlook #2011 for #Mac #sucks… #hate
microsoft,negative,1.27E+17,Wed Oct 19 22:44:31 +0000 2011,#Microsoft freezes some #Xbox accounts after hack reports - http://t.co/w051BfS0  via @CanadaIT
microsoft,negative,1.27E+17,Wed Oct 19 22:40:04 +0000 2011,#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt
microsoft,negative,1.27E+17,Wed Oct 19 22:34:02 +0000 2011,#Microsoft #Windows Media Centre GUI #Fail #MajorFail
microsoft,negative,1.27E+17,Wed Oct 19 22:26:17 +0000 2011,How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h
microsoft,negative,1.27E+17,Wed Oct 19 21:53:52 +0000 2011,"When #Microsoft ""violated U.S. antitrust laws""—leaving #Netscape out of business & #Novell wounded—it played ""dumb"". http://t.co/0WHHmAK4"
microsoft,negative,1.27E+17,Wed Oct 19 21:27:53 +0000 2011,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP
microsoft,negative,1.27E+17,Wed Oct 19 21:27:53 +0000 2011,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc
microsoft,negative,1.27E+17,Wed Oct 19 21:27:53 +0000 2011,#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1
microsoft,negative,1.27E+17,Wed Oct 19 21:09:27 +0000 2011,"RT @schestowitz: When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our ..."
microsoft,negative,1.27E+17,Wed Oct 19 20:56:46 +0000 2011,"#Nokia workers ask, is chief executive a #Microsoft mole? http://t.co/lWJP9GiU"
microsoft,negative,1.27E+17,Wed Oct 19 20:54:14 +0000 2011,RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/M ...
microsoft,negative,1.27E+17,Wed Oct 19 20:49:47 +0000 2011,"I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now, waiting for the Beta #microsoft #windows8"
microsoft,negative,1.27E+17,Wed Oct 19 20:38:14 +0000 2011,Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations
microsoft,negative,1.27E+17,Wed Oct 19 20:34:13 +0000 2011,How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian
microsoft,negative,1.27E+17,Wed Oct 19 20:21:59 +0000 2011,This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft
microsoft,negative,1.27E+17,Wed Oct 19 20:21:02 +0000 2011,Great time to be a family? #Microsoft #advertising enrages me. Again. http://t.co/pYT7vKRP
microsoft,negative,1.27E+17,Wed Oct 19 20:16:47 +0000 2011,"With #Windows 8, #Microsoft can't forget past antitrust issues http://t.co/z4jWLQVu"
microsoft,negative,1.27E+17,Wed Oct 19 20:04:04 +0000 2011,"#Microsoft is currently paying to produce #swpats propaganda to lobby politicians with -- to make racketeering seem ""acceptable"""
microsoft,negative,1.27E+17,Wed Oct 19 19:55:05 +0000 2011,There is nothing like sitting in the workshop all day talking to #microsoft and having to talk to them again tomorrow + waiting for parts.
microsoft,negative,1.27E+17,Wed Oct 19 19:54:34 +0000 2011,RT @InformationWeek: Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discu...
microsoft,negative,1.27E+17,Wed Oct 19 19:53:39 +0000 2011,"When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our IP"")."
microsoft,negative,1.27E+17,Wed Oct 19 19:51:13 +0000 2011,I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes.
microsoft,negative,1.27E+17,Wed Oct 19 19:50:01 +0000 2011,"@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P"
microsoft,negative,1.27E+17,Wed Oct 19 19:40:58 +0000 2011,#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig
microsoft,negative,1.27E+17,Wed Oct 19 19:38:50 +0000 2011,Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/Mn39R2vc
microsoft,negative,1.27E+17,Wed Oct 19 19:38:50 +0000 2011,Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/2iJK0VB3
microsoft,negative,1.27E+17,Wed Oct 19 19:38:49 +0000 2011,Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ
microsoft,negative,1.27E+17,Wed Oct 19 19:37:13 +0000 2011,#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It's nearly impossible #wpt
microsoft,negative,1.27E+17,Wed Oct 19 19:23:54 +0000 2011,"RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"
microsoft,negative,1.27E+17,Wed Oct 19 19:17:55 +0000 2011,I hate #Microsoft PowerPoint!
microsoft,negative,1.27E+17,Wed Oct 19 18:45:39 +0000 2011,Is #Microsoft just another evil corporation? Beware when it comes to buying a #Windows8 PC http://t.co/QbgXXJMm
microsoft,negative,1.27E+17,Wed Oct 19 18:44:59 +0000 2011,#skype is now part of stupid #microsoft it seems
microsoft,negative,1.27E+17,Wed Oct 19 18:43:44 +0000 2011,#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for  $8.5 billion. As such it has a v... http://t.co/Xli2bR42
microsoft,negative,1.27E+17,Wed Oct 19 18:33:46 +0000 2011,Apple + Microsoft...The Difference: How #Apple Eclipsed #Microsoft @PSFK: http://t.co/Rmi8oSMi #brand #brands #marketing #innovation
microsoft,negative,1.27E+17,Wed Oct 19 18:30:30 +0000 2011,"#Microsoft knows how to kick off an opening, but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w"
microsoft,negative,1.27E+17,Wed Oct 19 18:28:36 +0000 2011,"RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions…"
microsoft,negative,1.27E+17,Wed Oct 19 18:22:47 +0000 2011,"If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble"
microsoft,negative,1.27E+17,Wed Oct 19 18:14:43 +0000 2011,"The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions? http://t.co/BlhHGOpo"
microsoft,negative,1.27E+17,Wed Oct 19 18:11:16 +0000 2011,"If #Microsoft had more interoperability between their products (Xbox 360, Windows 7, Windows Phone 7, Zune) I'd be a Windows Phone user."
microsoft,negative,1.27E+17,Wed Oct 19 18:05:52 +0000 2011,"#Microsoft - We put the ""backwards"" into backwards compatibility. #instantfollowback"
microsoft,negative,1.27E+17,Wed Oct 19 18:00:16 +0000 2011,"Is #Nokia chief executive a #Microsoft mole? http://t.co/jkOTcrMb
Stephen Elop accused of destroying Nokia so Microsoft can buy it cheap."
microsoft,negative,1.27E+17,Wed Oct 19 17:58:18 +0000 2011,#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...
microsoft,negative,1.27E+17,Wed Oct 19 17:50:15 +0000 2011,Wow. Lots of negative comments about #windows8 on the @BuildWindows8 blog. I sure hope #Microsoft is listening #keepthedesktop
microsoft,negative,1.27E+17,Wed Oct 19 17:40:58 +0000 2011,"When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"
microsoft,negative,1.27E+17,Wed Oct 19 17:31:35 +0000 2011,Distrust and angst amongst #Nokia employees against #Selop #Microsoft fixation. http://t.co/jkOTcrMb
microsoft,negative,1.27E+17,Wed Oct 19 17:04:30 +0000 2011,I am quickly falling in love with #Apple #iCloud. Finally a web-based solution to wave my old #Microsoft Outlook bye-bye
microsoft,negative,1.27E+17,Wed Oct 19 16:59:30 +0000 2011,"""Yeh behatreen samay hay parivar honeka"" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys"
microsoft,negative,1.27E+17,Wed Oct 19 16:44:43 +0000 2011,"#BOFH excuse #447: According to #Microsoft, it's by design | #IFollowBack #Instantly"
microsoft,negative,1.27E+17,Wed Oct 19 16:11:56 +0000 2011,RT @EA_Jorge: I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsof ...
microsoft,negative,1.27E+17,Wed Oct 19 16:10:57 +0000 2011,Thanks again #microsoft for wasting more of my time. Apple&gt;windows http://t.co/GNy9G07B
microsoft,negative,1.27E+17,Wed Oct 19 16:04:26 +0000 2011,"Dear #Microsoft, I should only have to hit the Windows update button *once* when manually running updates, not 4 or 5 times. #sysadmin"
microsoft,negative,1.27E+17,Wed Oct 19 15:59:58 +0000 2011,"Totally unproductive day with no access to #Microsoft Excel or Word, aaargh! Will be working late tonight after hubby fixes. #fingerscrossed"
microsoft,negative,1.27E+17,Wed Oct 19 15:32:29 +0000 2011,I don't understand y @Google mail can work seamlessly in all browsers in all platforms and #Microsoft Exchg sucks n says you need IE6.
microsoft,negative,1.27E+17,Wed Oct 19 15:30:31 +0000 2011,#Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/MdQhb6x3
microsoft,negative,1.27E+17,Wed Oct 19 15:29:31 +0000 2011,"@nicholi57 @yuvalz @MobileBurn lets's wait and see if it interests ppl, #MeeGo does... No one likes #Microsoft, we are just forced fed WPs"
microsoft,negative,1.27E+17,Wed Oct 19 15:26:30 +0000 2011,I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsoft #Xbox #Fail
microsoft,negative,1.27E+17,Wed Oct 19 15:20:33 +0000 2011,Interesting read - How #Apple eclipsed #Microsoft http://t.co/hFWpbMY6 via @guardian (cc: @elcheicon)
microsoft,negative,1.27E+17,Wed Oct 19 15:12:12 +0000 2011,"So let me get this straight, #microsoft makes windows phone, microsoft owns skype but there's no #skype app for windows phone."
microsoft,negative,1.27E+17,Wed Oct 19 15:04:18 +0000 2011,#microsoft update is so slow  :(( http://t.co/37IGhGic
microsoft,negative,1.27E+17,Wed Oct 19 14:51:38 +0000 2011,Fixing a pc that thinks it is 1601. I thought #Microsoft had the Y1.6K issue fixed already. #Techsupport
microsoft,negative,1.27E+17,Wed Oct 19 14:36:51 +0000 2011,"http://t.co/PUJYV9c0 With friends like #Billgates and #steveballmet at #microsoft, who needs enemies ;-)"
microsoft,negative,1.27E+17,Wed Oct 19 14:31:25 +0000 2011,#Microsoft 's latest offering leaves me praying for the Blue Screen of Death. http://t.co/gTqdvfxo #advertising #OhNoNotAgain
microsoft,negative,1.27E+17,Wed Oct 19 14:28:48 +0000 2011,I did the best of everyone who failed - Bill Gate #Microsoft
microsoft,negative,1.27E+17,Wed Oct 19 14:14:52 +0000 2011,Which planet is he living on? #Microsoft #CEO #Fail #palmface http://t.co/3zcq60SF
microsoft,negative,1.27E+17,Wed Oct 19 13:16:10 +0000 2011,"I've seen a couple of iPhone 4S's already, but still no Windows Phone 7's ... ever! #Microsoft not so hot."
microsoft,negative,1.27E+17,Wed Oct 19 13:15:38 +0000 2011,#Microsoft licensing process is annoying !!!
microsoft,negative,1.27E+17,Wed Oct 19 13:13:55 +0000 2011,"It baffles me that Steve Ballmer can be a CEO of a company, let alone a giant like #Microsoft - The guys a moron."
microsoft,negative,1.27E+17,Wed Oct 19 13:11:24 +0000 2011,#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6
microsoft,negative,1.27E+17,Wed Oct 19 13:08:39 +0000 2011,#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI
microsoft,negative,1.27E+17,Wed Oct 19 13:04:52 +0000 2011,"Is the sound of compliments that sound
more like obituaries #microsoft"
microsoft,negative,1.27E+17,Wed Oct 19 12:55:03 +0000 2011,[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX
microsoft,negative,1.27E+17,Wed Oct 19 12:54:18 +0000 2011,"#microsoft still didn't managed access to #metro apps on ""older"" netbooks. #win8 #resolution"
microsoft,negative,1.27E+17,Wed Oct 19 12:53:09 +0000 2011,#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs
microsoft,negative,1.27E+17,Wed Oct 19 12:47:34 +0000 2011,[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/ItdkLRry
microsoft,negative,1.27E+17,Wed Oct 19 12:34:55 +0000 2011,Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows
microsoft,negative,1.27E+17,Wed Oct 19 12:32:41 +0000 2011,I so wish that #SteveBallmer from #Microsoft would have to swallow his words about #Yahoo: http://t.co/XSJGIfop
microsoft,negative,1.27E+17,Wed Oct 19 12:31:17 +0000 2011,just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!
microsoft,negative,1.27E+17,Wed Oct 19 11:58:59 +0000 2011,Screened by RepRisk – #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft
microsoft,negative,1.27E+17,Wed Oct 19 11:35:40 +0000 2011,"I have concluded, having used it since March, that Windows 7 Ultimate is a complete catastrophe. Mr Gates, you have lost the plot #Microsoft"
microsoft,negative,1.27E+17,Wed Oct 19 11:19:07 +0000 2011,How #Apple eclipsed #Microsoft http://t.co/dL9CRCZy
microsoft,negative,1.27E+17,Wed Oct 19 11:04:46 +0000 2011,Oh how much do I loathe #microsoft??? An hour to 'configure updates' which it is then unable to do so another 20 mins 'reverting changes'...
microsoft,negative,1.27E+17,Wed Oct 19 10:21:27 +0000 2011,"http://t.co/zBLtZ5MW German Federal #Trojan's got a BigBrother. #Gov spying on its people, #Microsoft's 32bit/64bit #Windows is target"
microsoft,negative,1.27E+17,Wed Oct 19 10:15:09 +0000 2011,"#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/x4yWfNSV"
microsoft,negative,1.27E+17,Wed Oct 19 10:15:09 +0000 2011,"#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/wXBC1UUw"
microsoft,negative,1.27E+17,Wed Oct 19 10:03:28 +0000 2011,"System.IO.File.Delete - You lie! You didn't delete my file, and you didn't throw an exception. WTF!? #microsoft #net"
microsoft,negative,1.27E+17,Wed Oct 19 09:47:37 +0000 2011,"Wilth #Accessibility mode on in #SharePoint 2010, it seems that #Workflows sometimes do not start automatically #SP2010 #Workflow #Microsoft"
microsoft,negative,1.27E+17,Wed Oct 19 09:45:26 +0000 2011,Internet Explorer 9 is the biggest pile of shit ever seriously #Microsoft #IE9
microsoft,negative,1.27E+17,Wed Oct 19 09:10:48 +0000 2011,I have been seriously slacking with my #mandarin studies these past few months. Blame #Microsoft and #Cisco!! #StudyingWhilstMotivated
microsoft,negative,1.27E+17,Wed Oct 19 09:00:26 +0000 2011,sledgehammer maybe! RT @SkandalasGP Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P
microsoft,negative,1.27E+17,Wed Oct 19 08:44:32 +0000 2011,#skype is ruining the friendship with your aggressive #microsoft type selling. If i need something i'll ask. Thank you...
microsoft,negative,1.27E+17,Wed Oct 19 08:43:08 +0000 2011,Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/VtYbqI91
microsoft,negative,1.27E+17,Wed Oct 19 08:24:30 +0000 2011,#microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P
microsoft,negative,1.27E+17,Wed Oct 19 08:21:33 +0000 2011,How #apple eclipsed #microsoft http://t.co/4bWXJaDg by @charlesarthur #business @guardian
microsoft,negative,1.27E+17,Wed Oct 19 08:21:31 +0000 2011,"RT @guardiantech: How #Apple eclipsed #Microsoft http://t.co/GK6YjTFY &lt;- Microsoft's future is in the corporate world, not consumer"
microsoft,negative,1.27E+17,Wed Oct 19 08:16:17 +0000 2011,"#Microsoft, #Adobe lose $13.5bn to piracy: Report - The Times of India http://t.co/5IbOBNrH"
microsoft,negative,1.27E+17,Wed Oct 19 08:10:17 +0000 2011,"#Skype often crashing: #microsoft, what are you doing?"
microsoft,negative,1.27E+17,Wed Oct 19 08:09:48 +0000 2011,"#Microsoft's #SteveBallmer attacks #Android phones ..... well #windows7mobile is gay, you metro! http://t.co/sQnE1iLb via @Telegraph"
microsoft,negative,1.27E+17,Wed Oct 19 08:07:37 +0000 2011,♻ @mariospr: Stand up for your freedom to install free software. Please sign up! http://t.co/YOOTfKTM #gnu #against #microsoft
microsoft,negative,1.27E+17,Wed Oct 19 07:56:59 +0000 2011,#Microsoft just bought #Skype officially. So how's the future of #Skype on any other devices/operating systems? :(
microsoft,negative,1.27E+17,Wed Oct 19 07:51:25 +0000 2011,#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted
microsoft,negative,1.27E+17,Wed Oct 19 07:49:33 +0000 2011,"RT @sander_koers: #Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/OySZmjVi #in"
microsoft,negative,1.27E+17,Wed Oct 19 07:46:24 +0000 2011,Ouch!!! #Microsoft #Azure #fail http://t.co/LJpGVZJT
microsoft,negative,1.27E+17,Wed Oct 19 07:30:02 +0000 2011,"#Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/KDTD4zRe"
microsoft,negative,1.27E+17,Wed Oct 19 07:20:57 +0000 2011,#microsoft #SBS 2011 disabling third party software #updates via #gpo
microsoft,negative,1.27E+17,Wed Oct 19 06:34:10 +0000 2011,How #Apple eclipsed #Microsoft http://t.co/KxboqsKj
microsoft,negative,1.27E+17,Wed Oct 19 06:31:42 +0000 2011,"Unmindful Ballmer, collects half a billion, doesn't say thank you.  http://t.co/lwtpXejo #android #google #microsoft"
microsoft,negative,1.27E+17,Wed Oct 19 06:20:30 +0000 2011,#Apple eclipsed #Microsoft http://t.co/wEdPbcPx
microsoft,negative,1.27E+17,Wed Oct 19 05:11:47 +0000 2011,http://t.co/5oK4XcOw Microsoft !! i hate you again !! #microsoft
microsoft,negative,1.27E+17,Wed Oct 19 04:46:45 +0000 2011,"Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro #microsoft #ballmer"
microsoft,negative,1.27E+17,Wed Oct 19 04:42:44 +0000 2011,@MatthewGPhy One Operating System to rule them all and in the darkness bind them.  #Microsoft
microsoft,negative,1.27E+17,Wed Oct 19 04:31:58 +0000 2011,RT @anup_pillai: How #Apple eclipsed #Microsoft | http://t.co/r6hNEtTu
microsoft,negative,1.27E+17,Wed Oct 19 04:21:51 +0000 2011,"After I don't know how many years, you still can't copy a #microsoft #word document headings to #powerpoint. #justsaying"
microsoft,negative,1.27E+17,Wed Oct 19 04:01:16 +0000 2011,"#microsoft #careers site is giving errors for any thing i search!! #weird
http://t.co/vJ2JpKtM http://t.co/02dYONXz"
microsoft,negative,1.27E+17,Wed Oct 19 03:46:22 +0000 2011,"Installing .NET framework, this might take very many years. Come back when your unborn child is in college. #microsoft"
microsoft,negative,1.26E+17,Wed Oct 19 02:44:42 +0000 2011,Watching podcast of Steve Jobs & Bill Gates at 07 D5. Gates sucks at tech predictions! All talk #Apple #Microsoft
microsoft,negative,1.26E+17,Wed Oct 19 02:28:57 +0000 2011,#WTF #Microsoft #sbs2008 #rww only works in #IE. #browserwars
microsoft,neutral,1.27E+17,Wed Oct 19 23:57:30 +0000 2011,"My last day of #Microsoft #SharePoint training: 10175A/Microsoft SharePoint 2010, Application Development - http://t.co/pKMBGsNr"
microsoft,neutral,1.27E+17,Wed Oct 19 23:54:37 +0000 2011,"Following dear #Microsoft CEO's logic, 550,000 #Android devices activated each day NEED to belong to computer scientists. I am enlightened!!"
microsoft,neutral,1.27E+17,Wed Oct 19 23:54:11 +0000 2011,#EEDAR report: half of HD console owners buying #DLC http://t.co/5tO4bS31 #business #microsoft #pc #playstation
microsoft,neutral,1.27E+17,Wed Oct 19 23:42:10 +0000 2011,Congrats to #Microsoft's Monica Diaz for being part of @HispanicBizMag 100 Most Influential Hispanics! http://t.co/qj9QDBhA
microsoft,neutral,1.27E+17,Wed Oct 19 23:41:39 +0000 2011,Windows Phone Mango Update Released to 'Nearly Everyone' http://t.co/SX1NQJJ1 #microsoft #Technology
microsoft,neutral,1.27E+17,Wed Oct 19 23:40:34 +0000 2011,"RT @WinBetaDotOrg: Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta"
microsoft,neutral,1.27E+17,Wed Oct 19 23:40:27 +0000 2011,#Microsoft We support you. Retweet if u support us or want to.
microsoft,neutral,1.27E+17,Wed Oct 19 23:38:42 +0000 2011,@MSPartners can join: Small Business Specialist Community (SBCS) http://t.co/IlQPKEz0! #Microsoft #MPN
microsoft,neutral,1.27E+17,Wed Oct 19 23:35:47 +0000 2011,RT @SAPWorkSmarter: Tomorrow at #SAPTechEd Bangalore: #SAP & #Microsoft Building Apps for Both Worlds w #DuetEnterprise & #SAPGateway. h ...
microsoft,neutral,1.27E+17,Wed Oct 19 23:35:07 +0000 2011,"#Microsoft CEO Steve #Ballmer on Not Buying #Yahoo: “Sometimes, You’re Lucky” http://t.co/7TEtDPP9"
microsoft,neutral,1.27E+17,Wed Oct 19 23:34:48 +0000 2011,"RT @KumarSachi: Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http: ..."
microsoft,neutral,1.27E+17,Wed Oct 19 23:32:56 +0000 2011,"RT @NeowinFeed: Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin"
microsoft,neutral,1.27E+17,Wed Oct 19 23:31:07 +0000 2011,#microsoft @diggita Microsoft - Macro in Word 2007 (gerardopaolillo) http://t.co/O3M07opC
microsoft,neutral,1.27E+17,Wed Oct 19 23:30:14 +0000 2011,"#Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes, You’re Lucky” &lt;http://t.co/rcml9XQR&gt;"
microsoft,neutral,1.27E+17,Wed Oct 19 23:24:20 +0000 2011,#Microsoft: #Mango Now Available to Nearly Everyone - http://t.co/vQkJ84AC #windowsphone #wp7
microsoft,neutral,1.27E+17,Wed Oct 19 23:22:27 +0000 2011,"If #Microsoft earnings disappoint, blame consumer PC sales -  http://t.co/edXe0xBd via @cnet"
microsoft,neutral,1.27E+17,Wed Oct 19 23:22:05 +0000 2011,Microsoft bitchslaps VMware in new paper - #Microsoft calls out #VMware for bogus benchmark numbers - http://t.co/dBsMa1Pb
microsoft,neutral,1.27E+17,Wed Oct 19 23:16:30 +0000 2011,Bill Gates to testify in Novel v. #Microsoft antitrust laws#UI t http://t.co/H0GscVZR
microsoft,neutral,1.27E+17,Wed Oct 19 23:16:29 +0000 2011,"If #Microsoft earnings disappoint, blame consumer PC sales http://t.co/xEKwTlUg"
microsoft,neutral,1.27E+17,Wed Oct 19 23:11:17 +0000 2011,"RT @MSAnyWhere: Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/Fpv2yDof #microsoft"
microsoft,neutral,1.27E+17,Wed Oct 19 23:10:22 +0000 2011,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/GbKV9pbQ #microsoft"
microsoft,neutral,1.27E+17,Wed Oct 19 23:10:21 +0000 2011,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/S54leHKi"
microsoft,neutral,1.27E+17,Wed Oct 19 23:10:16 +0000 2011,Should you upgrade to #Microsoft Office 2010. http://t.co/gYGuYr64 #tech #Office2010
microsoft,neutral,1.27E+17,Wed Oct 19 23:09:45 +0000 2011,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/vyNtU8xW"
microsoft,neutral,1.27E+17,Wed Oct 19 23:09:44 +0000 2011,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin"
microsoft,neutral,1.27E+17,Wed Oct 19 23:09:44 +0000 2011,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/e4LLmmyg"
microsoft,neutral,1.27E+17,Wed Oct 19 23:08:38 +0000 2011,#Microsoft #Cloud GSA Loses $2.5 Billion Cloud Contract Fight: Google recently dropped a case against the D... http://t.co/cObJRw66 #TCN
microsoft,neutral,1.27E+17,Wed Oct 19 23:03:24 +0000 2011,"""@MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise solution! #copyright http://t.co/k1kDqz04"
microsoft,neutral,1.27E+17,Wed Oct 19 23:01:04 +0000 2011,"#Microsoft ’s new “great to be a family” #adverts begin to air, including #Office2010 #Windows7 and #WP7.
http://t.co/L5J2UEEQ
@winrumors"
